domain_id,subdomain_id,facet_id,method,rank,text,passed,domain1,domain2,domain3,domain4,domain5,domain6,domain7,domain8,domain9,domain10,domain11,domain12,domain13,domain14
1,1.1,1.1.1,gemma,1,bijhouden wat er wordt uitgelegd tijdens de les,True,1.850001335144043,-0.19831925630569458,-0.6408553719520569,0.1894608438014984,1.5105417966842651,-0.15628217160701752,2.104283094406128,0.32452642917633057,-0.3244372308254242,0.8365268707275391,-2.0301198959350586,0.6752532124519348,0.006846688687801361,1.7502273321151733
1,1.1,1.1.2,gemma,2,een taak met behulp van woordenlijsten uitvoeren,True,1.7369990348815918,-0.28494229912757874,-0.3443377912044525,-0.18350796401500702,0.7182438969612122,-0.9905809164047241,-0.5375164151191711,0.3674360513687134,0.017241712659597397,0.9850111603736877,-0.4891752004623413,-1.0083235502243042,-1.2733001708984375,2.400280714035034
1,1.1,1.1.3,gemma,3,ideeën delen voor de presentatie,True,3.011852264404297,1.1486155986785889,2.283168315887451,0.062031298875808716,1.8165227174758911,0.13952328264713287,1.1204923391342163,0.923157811164856,-1.0192010402679443,0.9404037594795227,1.2417237758636475,2.317824602127075,2.7594709396362305,-0.7449031472206116
1,1.1,1.1.4,gemma,4,lesnotities doornemen en samenvatten,True,0.9990549087524414,-0.9171995520591736,1.171567678451538,-0.1916009932756424,2.4373717308044434,1.1408255100250244,2.2467384338378906,1.7376766204833984,-0.39525341987609863,0.331053763628006,-0.7739533185958862,1.4537010192871094,1.6247191429138184,1.5736318826675415
1,1.1,1.1.5,gemma,5,naar een digitale les inloggen,True,2.4275763034820557,-0.13962772488594055,0.03431214392185211,-1.2390495538711548,-0.18405751883983612,-0.658209502696991,0.7836141586303711,-1.7481926679611206,-0.3250124752521515,1.5617889165878296,-1.4167673587799072,-0.19269788265228271,-0.7920492887496948,0.7045379281044006
1,1.1,1.1.6,gemma,6,strategieën zoeken om een moeilijk puzzel te kunnen aanpakken,True,1.488732933998108,0.957413375377655,0.5217868685722351,-0.23828275501728058,1.1005183458328247,0.8675940632820129,0.8360274434089661,-0.2343141883611679,-0.17014247179031372,1.6866393089294434,-0.948937177658081,-1.0574010610580444,0.7855014204978943,1.2411969900131226
1,1.1,1.1.7,gemma,7,een eigen lied componeren met verschillende melodieën,True,1.4618600606918335,-0.39863157272338867,2.3607194423675537,-3.0329532623291016,-1.3611114025115967,-2.849200963973999,-1.6887980699539185,-2.4293181896209717,-1.1461325883865356,1.3921599388122559,2.385927677154541,-0.11763618141412735,-1.2268985509872437,-1.4981776475906372
1,1.2,1.2.1,gemma,8,je spullen klaarleggen voor de volgende les,True,0.6262007355690002,-0.12224031984806061,-0.45056912302970886,0.7809950709342957,1.1165118217468262,0.30801597237586975,1.6232308149337769,1.5093103647232056,1.0407323837280273,-0.37085258960723877,-0.853519082069397,0.8517375588417053,0.611804723739624,0.24763157963752747
1,1.2,1.2.2,gemma,9,het resultaat van je examen bekijken,True,0.748164713382721,2.0030856132507324,-1.1336350440979004,-0.029681533575057983,0.6066341996192932,0.2567475140094757,0.15884694457054138,0.8336204886436462,-0.6286547183990479,3.2034311294555664,-2.0228726863861084,-1.5093467235565186,-0.12943361699581146,1.7611771821975708
1,1.2,1.2.3,gemma,10,een document ordenen op alfabet,True,1.1046772003173828,0.10347277671098709,-0.34428679943084717,-1.2981650829315186,0.14004027843475342,-1.17387855052948,-1.310811161994934,-0.38433992862701416,0.03249560296535492,0.9151869416236877,-0.7742496132850647,-1.7842389345169067,-1.874549150466919,2.7247977256774902
